;index;EngNames;Language;Group;Family;glottocode;dialect;classes;source;source_bibtex;Lat;Lon
183;582;Varsit;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Gasanova 1971: 38-40];gasanova1971;41.992062;47.82111
184;509;Tatil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.99269;47.98826
185;278;Khosrekh;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;41.9939;47.2706
186;206;Itsari;Dargwa;Dargwa;Nakh-Daghestanian;itsa1239;санжи-ицарински;3;[Koryakov 2006: 33-36];koryakov2006;41.99733;47.5833
187;138;Gagar;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;41.999252;46.592744
188;310;Kirtsik;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.00129;47.84068
189;296;Khustil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;42.00335;47.93489
190;431;Pilyaki;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.00537;47.85667
191;2;Adaga;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.00972;47.71357
192;532;Tsimguda;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.01269;46.5665
193;523;Tokhota;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.0178;46.4639
194;193;Gurkhun';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;42.0203;47.92712
195;112;Dyubek;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;42.0208;47.969528
196;497;Sur-Surbachi;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.02667;47.49157
197;70;Burshi;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.03161;47.06349
198;458;Saniorta;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.03195;46.44246
199;110;Duregi;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.03585;47.76541
200;319;Kubatl';Archi;Lezgic;Nakh-Daghestanian;arch1244;;3;[Chumakina, Brown, Corbett, Quilliam 2008: 1];chumakina2008;42.03659;46.85973
201;52;Bazhluk;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.040295;47.808314
202;239;Kassagumakhi;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;нацинский;3;[Gasanova 1971: 38-40];gasanova1971;42.044941;47.371867
203;495;Sumbatl';Lak;Lak;Nakh-Daghestanian;lakk1252;первоцовкринский;4;[Khaidakov 1966: 102];khaidakov1966;42.04682;47.21919000000001
204;195;Guzbaya;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.04744;47.51385
205;445;Ruka;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.04751;47.92312
206;476;Shilyagi;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.0486;47.7903
207;144;Garakolob;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.048887;46.455015
208;128;Dzilebki;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.04989000000001;47.55693
209;115;Dzhavgat;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Gasanova 1971: 38-40];gasanova1971;42.0506;47.9375
210;12;Alchunib;Archi;Lezgic;Nakh-Daghestanian;arch1244;;3;[Chumakina, Brown, Corbett, Quilliam 2008: 1];chumakina2008;42.05196;46.86943
211;326;Kulidzha;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.054682;47.772754
212;440;Rosnob;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.055;46.41194
213;263;Khilikh;Archi;Lezgic;Nakh-Daghestanian;arch1244;;3;[Chumakina, Brown, Corbett, Quilliam 2008: 1];chumakina2008;42.05838;46.88751
214;535;Tsovkra 1-ya;Lak;Lak;Nakh-Daghestanian;lakk1252;первоцовкринский;4;[Khaidakov 1966: 102];khaidakov1966;42.05917;47.27056
215;117;Dzhibakhni;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.06051;47.90847
216;118;Dzhigiya;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.06139;47.79597
217;107;Duakar;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.064159;47.460081
218;26;Archib;Archi;Lezgic;Nakh-Daghestanian;arch1244;;3;[Mikailov 1967: 5];mikailov1967;42.0664;46.8678
219;398;Mukrakari;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.06667;47.5
220;571;Urkutamakhi 2-aya;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.06667;47.53333
221;488;Siragi;Dargwa;Dargwa;Nakh-Daghestanian;urax1238;урахинский ;3;[Gasanova 1971: 38-40];gasanova1971;42.06667;47.56667
222;19;Amuzgi;Dargwa;Dargwa;Nakh-Daghestanian;kuba1248;кубачинский;3;[Koryakov 2006: 33-36];koryakov2006;42.068009;47.597806
223;563;Uragi;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.06914;47.569377
224;387;Mizhigli;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.0697;47.79989000000001
225;325;Kulegu;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.07003;47.88401
226;221;Kalib;Archi;Lezgic;Nakh-Daghestanian;arch1244;;3;[Chumakina, Brown, Corbett, Quilliam 2008: 1];chumakina2008;42.07054;46.86002
227;120;Dzhinabi;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.070864;47.860318
228;572;Urkutamakhi Pervaya;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.07093;47.52058
229;182;Gul'dy;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.07113;47.68936
230;356;Lischa;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.072834;47.740462
231;414;Nikar;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.0737;46.406903
232;74;Butri;Dargwa;Dargwa;Nakh-Daghestanian;gaps1234;бутринский;3;[Gasanova 1971: 38-40];gasanova1971;42.07426;47.44048
233;411;Natsi;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;нацинский;3;[Gasanova 1971: 38-40];gasanova1971;42.075335;47.38728
234;268;Khitab;Archi;Lezgic;Nakh-Daghestanian;arch1244;;3;[Chumakina, Brown, Corbett, Quilliam 2008: 1];chumakina2008;42.07538;46.867234
235;409;Nakhki;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;нацинский;3;[Gasanova 1971: 38-40];gasanova1971;42.07562;47.39905
236;241;Kaya;Lak;Lak;Nakh-Daghestanian;lakk1252;каялинско-мащихинский;4;[Khaidakov 1966: 107];khaidakov1966;42.0765;47.20219
237;498;Surgiya;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.077112;47.717301
238;546;Tsushar;Lak;Lak;Nakh-Daghestanian;lakk1252;литературный;4;[Khaidakov 1966: 113];khaidakov1966;42.0774;47.14038
239;48;Barnab;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, анцросунхадинский;3;[Saidova 2008: 23-28];saidova2008;42.07964000000001;46.37894
240;485;Sikar;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.07966;46.41127
241;243;Khadagi;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.08067;47.89726
242;318;Kubachi;Dargwa;Dargwa;Nakh-Daghestanian;kuba1248;кубачинский;3;[Gasanova 1971: 38-40];gasanova1971;42.0856;47.6031
243;148;Gaziya;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.085935;47.817633
244;237;Kartalay;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.08709;47.85834000000001
245;98;Daknisa;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.08758;47.72711
246;233;Karatsan;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.0886;47.8683
247;127;Dzhurmachi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Koryakov 2006: 33-36];koryakov2006;42.09049;47.69572
248;122;Dzhirabachi;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.09091;47.73513
249;288;Khungiya;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.09321;47.80518
250;250;Khamar;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, анцросунхадинский;3;[Saidova 2008: 23-28];saidova2008;42.095868;46.383695
251;341;Kutlab;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, анцросунхадинский;3;[Saidova 2008: 23-28];saidova2008;42.09663;46.32982
252;406;Nadar;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, анцросунхадинский;3;[Saidova 2008: 23-28];saidova2008;42.09736;46.36025
253;245;Khadiyal;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Saidova 2008: 23-28];saidova2008;42.0989;46.4653
254;574;Urtsaki;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;урцакинский;3;[Gasanova 1971: 38-40];gasanova1971;42.09916;47.56236
255;565;Urari;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;ураринский;3;[Gasanova 1971: 38-40];gasanova1971;42.0997;47.4569
256;501;Sutbuk;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.1036;47.5403
257;86;Chitab;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, риссибский;3;[Saidova 2008: 23-28];saidova2008;42.10412;46.86914
258;539;Tsugni;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.107276;47.400902
259;504;Tadiyal;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.11099;46.4823
260;235;Kardib;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.111443;46.514655
261;49;Barshamay;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.11176;47.85143
262;168;Gindib;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, бухнадинский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.11296;46.50397
263;183;Guladty;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;гуллатинский;3;[Gasanova 1971: 38-40];gasanova1971;42.11523;47.45074
264;43;Bakni;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;бакнинский;3;[Gasanova 1971: 38-40];gasanova1971;42.11618;47.53095
265;166;Gilib;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Saidova 2008: 23-28];saidova2008;42.1169;46.7761
266;525;Trisanchi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.118091;47.70559
267;202;Iragi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.11889;47.75336
268;6;Akhmedkent;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.12036;47.81047
269;102;Dibgalik;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.120363;47.652521
270;553;Ukal;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, анцросунхадинский;3;[Saidova 2008: 23-28];saidova2008;42.12163;46.34771
271;364;Madzhalis;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;42.1217;47.8333
272;282;Khoykhi;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.12179;47.18526
273;230;Karanub;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.12262;46.81777
274;105;Doronub;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Saidova 2008: 23-28];saidova2008;42.124689;46.809427
275;522;Tlyadal;Bezhta;Tsezic;Nakh-Daghestanian;tlya1238;тлядальский;5;[Bokarev 1959: 66];bokarev1959;42.125339;46.237247
276;78;Chanab;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, риссибский;3;[Saidova 2008: 23-28];saidova2008;42.125345;46.90434000000001
277;340;Kutikh;Avar;Avar;Nakh-Daghestanian;kara1473;карахский;3;[Saidova 2008: 23-28];saidova2008;42.12587;46.78902
278;593;Vikhli;Lak;Lak;Nakh-Daghestanian;vixl1238;вихлинский;4;[Khaidakov 1966: 88];khaidakov1966;42.1269;47.2219
279;111;Dusrakh;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, риссибский;3;[Saidova 2008: 23-28];saidova2008;42.1275;46.8792
280;261;Khasharkhota;Bezhta;Tsezic;Nakh-Daghestanian;khoc1238;хошал-хотинский;4;[Bokarev 1959: 66];bokarev1959;42.12912;46.142158
281;95;Chvadab;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, риссибский;3;[Saidova 2008: 23-28];saidova2008;42.13028;46.87639
282;384;Mirzita;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;гуллатинский;3;[Gasanova 1971: 38-40];gasanova1971;42.1309;47.47663
283;316;Kosroda;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, риссибский;3;[Saidova 2008: 23-28];saidova2008;42.13141;46.85829
284;456;Sanchi;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Gasanova 1971: 38-40];gasanova1971;42.13244;47.82243
285;617;Zubanchi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.13309;47.70417
286;321;Kudagu;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.13322;47.73006
287;55;Bezhta;Bezhta;Tsezic;Nakh-Daghestanian;nucl1322;бежитинский;4;[Bokarev 1959: 66];bokarev1959;42.1339;46.1247
288;153;Gendukh;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, анцросунхадинский;3;[Saidova 2008: 23-28];saidova2008;42.13476;46.403084
289;205;Irichi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Koryakov 2006: 33-36];koryakov2006;42.13548;47.79158
290;196;Gvedysh;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, анцросунхадинский;3;[Saidova 2008: 23-28];saidova2008;42.13591;46.41437
291;190;Gunzib;Hunzib;Tsezic;Nakh-Daghestanian;hunz1247;гунзибский;5;[Bokarev 1959: 14];bokarev1959;42.137257;46.264448
292;225;Kani;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.13937;47.18846
293;610;Zil'bachi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.139973;47.717838
294;292;Khurshni;Dargwa;Dargwa;Nakh-Daghestanian;sirz1237;сирхинский;3;[Koryakov 2006: 33-36];koryakov2006;42.14036;47.48966
295;77;Chakhdikna;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.14116;47.76044
296;408;Nakhada;Hunzib;Tsezic;Nakh-Daghestanian;hunz1247;гунзибский;5;[Bokarev 1959: 14];bokarev1959;42.14406;46.19143
297;425;Nukush;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.1492;46.80579
298;200;Inisha;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.15031;47.20492
299;529;Tsemer;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Saidova 2008: 23-28];saidova2008;42.15195;46.75296
300;84;Chishili;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.15228;47.66839
301;145;Garbutl';Hunzib;Tsezic;Nakh-Daghestanian;hunz1247;гунзибский;5;[Bokarev 1959: 14];bokarev1959;42.153227;46.219098
302;388;Mogrob;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, риссибский;3;[Saidova 2008: 23-28];saidova2008;42.15672;46.86521
303;595;Viraty;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.15675;47.20107
304;258;Kharbuk;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.158768;47.530832
305;204;Irib;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.1606;46.8169
306;569;Urkarakh;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.1606;47.6339
307;499;Surkhachi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Koryakov 2006: 33-36];koryakov2006;42.16143;47.74083
308;103;Dibgashi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.1617;47.6944
309;82;Childa;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, риссибский;3;[Saidova 2008: 23-28];saidova2008;42.16328;46.34734
310;203;Iraki;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.16405;47.71739
311;508;Tanty;Dargwa;Dargwa;Nakh-Daghestanian;cuda1238;цудахарский;3;[Gasanova 1971: 38-40];gasanova1971;42.1642;47.3167
312;330;Kumukh;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.1706;47.1175
313;71;Buskri;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.17359;47.66673
314;42;Baginub;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, мукратльский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.1743;46.88159
315;267;Khinub;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.17454;46.82406
316;320;Kuchrab;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, мукратльский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.17506;46.90244000000001
317;156;Genukh;Hinuq;Tsezic;Nakh-Daghestanian;hinu1240;гинухский;5;[Bokarev 1959: 110];bokarev1959;42.1764;45.98646
318;311;Kischa;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.17677;47.58117
319;222;Kalkni;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.17732;47.70499
320;262;Khidib;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.17812;46.36299
321;551;Turtsi;Lak;Lak;Nakh-Daghestanian;vicx1238;вицхинский;4;[Khaidakov 1966: 110];khaidakov1966;42.18409000000001;47.16817
322;293;Khurukh;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, мукратльский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.18441;46.85807
323;446;Rul'dab;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, тлессерухский;3;[Saidova 2008: 23-28];saidova2008;42.18472;46.85028
324;150;Gebguda;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.190026;46.354817
325;76;Chadakolob;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, чадаколобский;3;[Saidova 2008: 23-28];saidova2008;42.19182;46.31981
326;464;Shadni;Lak;Lak;Nakh-Daghestanian;lakk1252;шаднинский;4;[Khaidakov 1966: 60];khaidakov1966;42.192172;47.648927
327;306;Kidero;Tsez;Tsezic;Nakh-Daghestanian;dido1241;цезский;4;[Bokarev 1959: 175];bokarev1959;42.1931;45.9583
328;277;Khorta;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.19329000000001;46.35976
329;87;Chododa;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, чадаколобский;3;[Saidova 2008: 23-28];saidova2008;42.193439;46.314784
330;482;Shuni;Lak;Lak;Nakh-Daghestanian;vicx1238;вицхинский;4;[Khaidakov 1966: 110];khaidakov1966;42.19414;47.17229
331;365;Magar;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, мукратльский;3;[Saidova 2008: 23-28];saidova2008;42.19546;46.843669
332;608;Zhazhada;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.197157;46.424903
333;337;Kurla;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.19768;47.18731
334;373;Mazada;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.197896;46.390092
335;405;Nachada;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.198508;46.448902
336;512;Tinchuda;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.19861;46.45306
337;417;Niklida;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.199941;46.406485
338;56;Bezhuda;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.200348;46.479175
339;441;Rosta;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.20056;46.39667
340;279;Khotlob;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.201243;46.432755
341;91;Chumli;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.20167;47.77306
342;377;Meusisha;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.20199;47.59731
343;557;Ulluchara;Lak;Lak;Nakh-Daghestanian;lakk1252;бартхинский;4;[Khaidakov 1966: 35];khaidakov1966;42.20267;47.27463
344;487;Sinida;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.20341;46.39071
345;169;Ginta;Dargwa;Dargwa;Nakh-Daghestanian;gaps1234;гапшиминский;3;[Koryakov 2006: 33-36];koryakov2006;42.2042;47.4186
346;273;Khobokh;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.204624;46.379234
347;92;Chunib;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, мукратльский;3;[Saidova 2008: 23-28];saidova2008;42.20496;46.82498
348;101;Deybuk;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.20532;47.51996
349;568;Uri;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.2056;47.0164
350;594;Vikri;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;42.20612;47.679702
351;530;Tseneb;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, мукратльский;3;[Saidova 2008: 23-28];saidova2008;42.206684;46.842652
352;397;Mukar;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;42.20687;47.02212
353;507;Tamuda;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.21001;46.382
354;143;Gapshima;Dargwa;Dargwa;Nakh-Daghestanian;gaps1234;гапшиминский;3;[Gasanova 1971: 38-40];gasanova1971;42.2122;47.3261
355;473;Shidib;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташский;3;[Saidova 2008: 23-28];saidova2008;42.214353;46.300745
356;149;Geba;Dargwa;Dargwa;Nakh-Daghestanian;gaps1234;гапшиминский;3;[Koryakov 2006: 33-36];koryakov2006;42.21527;47.39266
357;353;Landa;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташско-чадаколобская;3;[Saidova 2008: 23-28];saidova2008;42.218;46.27432
358;533;Tsizgari;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Gasanova 1971: 38-40];gasanova1971;42.21963;47.64768
