EngNames	Lat	Lon	Language	Group	Family	color	glottocode	dialect	source
Kvardal	41.6803	47.56277	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Magometov 1970]
Ukuz	41.696017	47.591355	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	agul1244		[Magometov 1970]
Khveredzh	41.70206	47.57218	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Magometov 1970]
Bedyuk	41.716044	47.525715	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Magometov 1970]
Goa	41.753585	47.703213	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Shaumian 1941]
Duldug	41.76833	47.67438	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Shaumian 1941]
Tpig	41.780423	47.589523	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Ihilov 1967]
Khutkhul	41.78517	47.61451	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Shaumian 1941]
Yarkug	41.79814	47.68435	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Shaumian 1941]
Burkikhan	41.806356	47.538467	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Ihilov 1967]
Misi	41.80991	47.60329	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Shaumian 1941]
Kurag	41.836764	47.661351	Aghul	Lezgic	Nakh-Daghestanian	green	agul1244	агульский	[Shaumian 1941]
Alyk	41.1775	48.23694	Kryz	Lezgic	Nakh-Daghestanian	lightgreen	alyk1236	аликский	[Ihilov 1967]
Shangoda	42.246859	47.000153	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, бухтинский	[Saidova, Magomedov 2008]
Shangoda	42.246859	47.000153	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, бухтинский	[Saidova, Magomedov 2008]
Gamsutl'	42.301972	46.996315	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, гамсутлинский	[Saidova, Magomedov 2008]
Gamsutl'	42.301972	46.996315	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, гамсутлинский	[Saidova, Magomedov 2008]
Keger	42.3767	47.0275	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, кегерский	[Saidova, Magomedov 2008]
Keger	42.3767	47.0275	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, кегерский	[Saidova, Magomedov 2008]
Agada	42.412001	46.841895	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Alekseev, Ataev 1997]
Agada	42.412001	46.841895	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Alekseev, Ataev 1997]
Sekh	42.416094	46.826447	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Sekh	42.416094	46.826447	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Tlogob	42.4189	46.8153	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Tlogob	42.4189	46.8153	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Balanub	42.4284	46.8251	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Balanub	42.4284	46.8251	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Murada	42.445422	46.954469	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Murada	42.445422	46.954469	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, куядинский	[Saidova, Magomedov 2008]
Obokh	42.28362	47.03734	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, обохский	[Saidova, Magomedov 2008]
Obokh	42.28362	47.03734	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, обохский	[Saidova, Magomedov 2008]
Unkida	42.328698	46.885731	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, ругуджинский	[Saidova, Magomedov 2008]
Unkida	42.328698	46.885731	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, ругуджинский	[Saidova, Magomedov 2008]
Khopor	42.352716	46.937396	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, ругуджинский	[Saidova, Magomedov 2008]
Khopor	42.352716	46.937396	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, ругуджинский	[Saidova, Magomedov 2008]
Rugudzha	42.3606	46.9139	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, ругуджинский	[Saidova, Magomedov 2008]
Rugudzha	42.3606	46.9139	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, ругуджинский	[Saidova, Magomedov 2008]
Kudali	42.3678	47.0789	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Kudali	42.3678	47.0789	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Salta	42.39589	47.07048	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Salta	42.39589	47.07048	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Khvartikuni	42.4569	47.0067	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Khvartikuni	42.4569	47.0067	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Darada	42.465606	46.936573	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Darada	42.465606	46.936573	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Tunzi	42.46888	46.97573	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Tunzi	42.46888	46.97573	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Khvarada	42.46889	46.99406	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Khvarada	42.46889	46.99406	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Arkas	42.65194	47.13833	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Alekseev, Ataev 1997]
Arkas	42.65194	47.13833	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Alekseev, Ataev 1997]
Manasaul	42.7575	47.0397	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Manasaul	42.7575	47.0397	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, салтинский	[Saidova, Magomedov 2008]
Shitli	42.24574	47.01268	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, сугратлинский	[Saidova, Magomedov 2008]
Shitli	42.24574	47.01268	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, сугратлинский	[Saidova, Magomedov 2008]
Nakazukh	42.264594	46.914238	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, сугратлинский	[Saidova, Magomedov 2008]
Nakazukh	42.264594	46.914238	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, сугратлинский	[Saidova, Magomedov 2008]
Sogratl'	42.2808	46.9914	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, сугратлинский	[Saidova, Magomedov 2008]
Sogratl'	42.2808	46.9914	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, сугратлинский	[Saidova, Magomedov 2008]
Khotoch	42.408408	46.954024	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, хоточ-хинданский	[Saidova, Magomedov 2008]
Khotoch	42.408408	46.954024	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, хоточ-хинданский	[Saidova, Magomedov 2008]
Chokh	42.3206	47.0336	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, чохский	[Saidova, Magomedov 2008]
Chokh	42.3206	47.0336	Avar	Avar	Nakh-Daghestanian	yellow	anda1281	андальский, чохский	[Saidova, Magomedov 2008]
Kosob	42.242893	46.368239	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцузский, кособский	[Saidova, Magomedov 2008]
Busutli	42.24512	46.363326	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцузский, косовский	[Saidova, Magomedov 2008]
Barnab	42.07964	46.37894	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Barnab	42.07964	46.37894	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Khamar	42.095868	46.383695	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Khamar	42.095868	46.383695	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Kutlab	42.09663	46.32982	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Kutlab	42.09663	46.32982	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Nadar	42.09736	46.36025	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Nadar	42.09736	46.36025	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Ukal	42.12163	46.34771	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Ukal	42.12163	46.34771	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Gendukh	42.13476	46.403084	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Gendukh	42.13476	46.403084	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Gvedysh	42.13591	46.41437	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Gvedysh	42.13591	46.41437	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Mikdatl'	42.309412	46.380732	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Mikdatl'	42.309412	46.380732	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, анцросунхадинский	[Saidova, Magomedov 2008]
Rosnob	42.055	46.41194	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Gagar	41.999252	46.592744	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Gagar	41.999252	46.592744	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Tsimguda	42.01269	46.5665	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Tsimguda	42.01269	46.5665	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Tokhota	42.0178	46.4639	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Tokhota	42.0178	46.4639	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Saniorta	42.03195	46.44246	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Saniorta	42.03195	46.44246	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Garakolob	42.048887	46.455015	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Garakolob	42.048887	46.455015	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Rosnob	42.055	46.41194	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Nikar	42.0737	46.406903	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Nikar	42.0737	46.406903	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Sikar	42.07966	46.41127	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Sikar	42.07966	46.41127	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Khadiyal	42.0989	46.4653	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Khadiyal	42.0989	46.4653	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Saidova, Magomedov 2008]
Tadiyal	42.11099	46.4823	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Alekseev, Ataev 1997]
Tadiyal	42.11099	46.4823	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Alekseev, Ataev 1997]
Kardib	42.111443	46.514655	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Alekseev, Ataev 1997]
Kardib	42.111443	46.514655	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Alekseev, Ataev 1997]
Gindib	42.11296	46.50397	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Alekseev, Ataev 1997]
Gindib	42.11296	46.50397	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, бухнадинский	[Alekseev, Ataev 1997]
Kosob	42.242893	46.368239	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, кособский	[Saidova, Magomedov 2008]
Magitl'	42.248081	46.366738	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, кособский	[Saidova, Magomedov 2008]
Magitl'	42.248081	46.366738	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, кособский	[Saidova, Magomedov 2008]
Gidatli	42.266327	46.374506	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, кособский	[Saidova, Magomedov 2008]
Gidatli	42.266327	46.374506	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, кособский	[Saidova, Magomedov 2008]
Kversatl'	42.302562	46.392793	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, кособский	[Saidova, Magomedov 2008]
Kversatl'	42.302562	46.392793	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, кособский	[Saidova, Magomedov 2008]
Busutli	42.24512	46.363326	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, косовский	[Saidova, Magomedov 2008]
Khidib	42.17812	46.36299	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Khidib	42.17812	46.36299	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Gebguda	42.190026	46.354817	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Gebguda	42.190026	46.354817	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Khorta	42.19329	46.35976	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Khorta	42.19329	46.35976	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Zhazhada	42.197157	46.424903	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Zhazhada	42.197157	46.424903	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Mazada	42.197896	46.390092	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Mazada	42.197896	46.390092	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Nachada	42.198508	46.448902	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Nachada	42.198508	46.448902	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Tinchuda	42.19861	46.45306	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Tinchuda	42.19861	46.45306	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Niklida	42.199941	46.406485	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Niklida	42.199941	46.406485	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Bezhuda	42.200348	46.479175	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Bezhuda	42.200348	46.479175	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Rosta	42.20056	46.39667	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Rosta	42.20056	46.39667	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Khotlob	42.201243	46.432755	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Khotlob	42.201243	46.432755	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Sinida	42.20341	46.39071	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Sinida	42.20341	46.39071	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Khobokh	42.204624	46.379234	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Khobokh	42.204624	46.379234	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Tamuda	42.21001	46.382	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Tamuda	42.21001	46.382	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Shidib	42.214353	46.300745	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Shidib	42.214353	46.300745	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Maali	42.4858	46.9197	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Maali	42.4858	46.9197	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташский	[Saidova, Magomedov 2008]
Landa	42.218	46.27432	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Landa	42.218	46.27432	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Bochokh	42.22	46.28472	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Bochokh	42.22	46.28472	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Khintida	42.220547	46.275395	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Khintida	42.220547	46.275395	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Kharada	42.222648	46.258528	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Kharada	42.222648	46.258528	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Khadakolob	42.231683	46.261819	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Khadakolob	42.231683	46.261819	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Tagada	42.497573	46.868389	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Tagada	42.497573	46.868389	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Tlokh	42.6492	46.4578	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Tlokh	42.6492	46.4578	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, ташско-чадаколобская	[Saidova, Magomedov 2008]
Kamilukh	41.90911	46.63101	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Kamilukh	41.90911	46.63101	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Genekolob	41.916992	46.600199	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Genekolob	41.916992	46.600199	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Gerel'	41.94451	46.551888	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Gerel'	41.94451	46.551888	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Betel'da	41.95077	46.54164	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Betel'da	41.95077	46.54164	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Ul'geb	41.964253	46.523688	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Ul'geb	41.964253	46.523688	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Salda	41.97497	46.50848	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Salda	41.97497	46.50848	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Choroda	41.98096	46.49696	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Choroda	41.98096	46.49696	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, томуринский	[Saidova, Magomedov 2008]
Chadakolob	42.19182	46.31981	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, чадаколобский	[Saidova, Magomedov 2008]
Chadakolob	42.19182	46.31981	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, чадаколобский	[Saidova, Magomedov 2008]
Chododa	42.193439	46.314784	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, чадаколобский	[Saidova, Magomedov 2008]
Chododa	42.193439	46.314784	Avar	Avar	Nakh-Daghestanian	yellow	ancu1238	анцухский, чадаколобский	[Saidova, Magomedov 2008]
Kubatl'	42.03659	46.85973	Archi	Lezgic	Nakh-Daghestanian	limegreen	arch1244	арчинский	Archi pdf
Alchunib	42.05196	46.86943	Archi	Lezgic	Nakh-Daghestanian	limegreen	arch1244	арчинский	Archi pdf
Khilikh	42.05838	46.88751	Archi	Lezgic	Nakh-Daghestanian	limegreen	arch1244	арчинский	Archi pdf
Archib	42.0664	46.8678	Archi	Lezgic	Nakh-Daghestanian	limegreen	arch1244	арчинский	[Mikailov 1967]
Kalib	42.07054	46.86002	Archi	Lezgic	Nakh-Daghestanian	limegreen	arch1244	арчинский	Archi pdf
Khitab	42.07538	46.867234	Archi	Lezgic	Nakh-Daghestanian	limegreen	arch1244	арчинский	Archi pdf
Fiy	41.289126	47.564416	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Kaladzhukh	41.366176	47.908075	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Mikrakh	41.37481	47.882489	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Karakyure	41.417413	47.962618	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Dzhaba	41.424175	47.775397	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Usukhchay	41.424736	47.922987	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Akhty	41.45904	47.746695	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Khkem	41.4723	47.76363	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Kaka	41.478513	47.636857	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Lutkun	41.4844	47.6861	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Khryug	41.4892	47.6044	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Zrykh	41.49105	47.564736	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Yalak	41.532245	47.605391	Lezgian	Lezgic	Nakh-Daghestanian	#74C476	akht1238	ахтынский	[Ihilov 1967]
Shamil'kala	42.690407	46.874769	Avar	Avar	Nakh-Daghestanian	yellow	batl1238	балтухский	[Saidova, Magomedov 2008]
