EngNames	Lat	Lon	Language	Group	Family	color	glottocode	dialect	source
Khyuryak	41.88238	48.07289	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khyuryak	41.88238	48.07289	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kuvig	41.88482	47.886538	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Urtil'	41.89153	47.89347	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Sika	41.89173	47.97821	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Gumi	41.894319	47.868304	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Rubas	41.895476	48.329618	North Azerbaijani	West Oghuz	Turkic	grey60			
Rubas	41.895476	48.329618	North Azerbaijani	West Oghuz	Turkic	grey60			
Burshag	41.89626	47.64102	Aghul	Lezgic	Nakh-Daghestanian	green			
Zinobiani	41.89694	45.93306	Udi	Lezgic	Nakh-Daghestanian	chartreuse4			
Zinobiani	41.89694	45.93306	Udi	Lezgic	Nakh-Daghestanian	chartreuse4			
Burgankent	41.89939	48.06439	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Aglobi	41.90152	48.35017	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Aglobi	41.90152	48.35017	North Azerbaijani	West Oghuz	Turkic	grey60			
Aglobi	41.90152	48.35017	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Aglobi	41.90152	48.35017	North Azerbaijani	West Oghuz	Turkic	grey60			
Afna	41.902075	47.861413	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Sikukh	41.90457	47.84596	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khalag	41.90551	47.88935	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Turuf	41.90569	48.00688	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kyuryag	41.907094	47.853636	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Aladash	41.907149	48.349478	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Aladash	41.907149	48.349478	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Muzaim	41.90837	48.29136	North Azerbaijani	West Oghuz	Turkic	grey60			
Muzaim	41.90837	48.29136	North Azerbaijani	West Oghuz	Turkic	grey60			
Bukhnag	41.910587	47.872994	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kurkak	41.91096	47.971699	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Tinit	41.9131	48.0592	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khanak	41.91373	47.86645	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dirbakmakhi	41.914	47.4928	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Amukh	41.9142	47.5422	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Amukh	41.9142	47.5422	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Tsirkhe	41.91513	47.59679	Aghul	Lezgic	Nakh-Daghestanian	green			
Tsirkhe	41.91513	47.59679	Aghul	Lezgic	Nakh-Daghestanian	green			
Anklukh	41.91667	47.53333	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Anklukh	41.91667	47.53333	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Vechrik	41.9171	47.96184	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Guvlig	41.91824	47.85213	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Tsurtil'	41.918365	47.932001	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dzhugdil'	41.919222	47.979531	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Mollakent	41.9233	48.3864	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Mollakent	41.9233	48.3864	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Gasikh	41.92398	47.8847	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Firgil'	41.92507	48.02587	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Sertil'	41.92531	47.86522	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Ushnyug	41.92639	48.00306	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kuvag	41.926587	47.90245	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Akka	41.92686	47.9297	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dagni	41.931594	47.911846	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Avadan	41.93376	48.33858	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Avadan	41.93376	48.33858	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Arablyar	41.935	48.38306	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Arablyar	41.935	48.38306	North Azerbaijani	West Oghuz	Turkic	grey60			
Dyuzler	41.93583	48.265	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dyuzler	41.93583	48.265	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kharkhni	41.939561	47.880088	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Tsukhdyg	41.94056	47.98139	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Tsukhdyg	41.94056	47.98139	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Tsanak	41.94266	48.04137	North Azerbaijani	West Oghuz	Turkic	grey60			
Tsanak	41.94266	48.04137	North Azerbaijani	West Oghuz	Turkic	grey60			
Gisik	41.94475	47.91451	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kharag	41.945423	47.825106	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Gelinbatan	41.94722	48.16722	Aghul	Lezgic	Nakh-Daghestanian	green			
Gelinbatan	41.94722	48.16722	Aghul	Lezgic	Nakh-Daghestanian	green			
Arkit	41.947308	48.014025	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khuchni	41.947717	47.945961	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Shile	41.94774	47.82939	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Urzig	41.94811	47.84992	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Lyakhe	41.952293	47.914701	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kyurek	41.95258	47.85934	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Churdaf	41.95272	47.8636	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dzhul'dzhag	41.95485	47.88933	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Tsantil'	41.95508	47.86271	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kuzhnik	41.95549	47.82231	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kuzhnik	41.95549	47.82231	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Rushul'	41.9567	48.01232	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Uluz	41.95721	47.83714	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dzhul'dzhinif	41.957235	47.912939	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kunki	41.95923	47.47173	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kunki	41.95923	47.47173	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kulif	41.95955	47.88391	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Ashty	41.961098	47.502559	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ashty	41.961098	47.502559	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Arak	41.96112	47.98984	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Turaga	41.96152	47.80188	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Turaga	41.96152	47.80188	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Gortnob	41.962665	46.525604	Avar	Avar	Nakh-Daghestanian	yellow			
Gortnob	41.962665	46.525604	Avar	Avar	Nakh-Daghestanian	yellow			
Yurgulig	41.962775	47.896658	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Gurik	41.962788	47.919474	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Yergyunyag	41.96295	47.89501	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Yergyunyag	41.96295	47.89501	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Maraga	41.9633	48.1208	North Azerbaijani	West Oghuz	Turkic	grey60			
Maraga	41.9633	48.1208	North Azerbaijani	West Oghuz	Turkic	grey60			
Pendzhi (Penzhik)	41.966	48.05	North Azerbaijani	West Oghuz	Turkic	grey60			
Khuduts	41.96638	47.51297	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Khuduts	41.96638	47.51297	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Yekrag	41.967212	48.044297	North Azerbaijani	West Oghuz	Turkic	grey60			
Yekrag	41.967212	48.044297	North Azerbaijani	West Oghuz	Turkic	grey60			
Kheli	41.967458	48.058177	North Azerbaijani	West Oghuz	Turkic	grey60			
Kheli	41.967458	48.058177	North Azerbaijani	West Oghuz	Turkic	grey60			
Arablinskoe	41.9675	48.3303	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Arablinskoe	41.9675	48.3303	North Azerbaijani	West Oghuz	Turkic	grey60			
Arablinskoe	41.9675	48.3303	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Arablinskoe	41.9675	48.3303	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Arablinskoe	41.9675	48.3303	North Azerbaijani	West Oghuz	Turkic	grey60			
Arablinskoe	41.9675	48.3303	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Kirki	41.96917	47.81333	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kirki	41.96917	47.81333	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Lidzhe	41.97245	47.98057	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Pilig	41.97418	47.8687	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khanag	41.97444	47.90333	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Shilansha	41.97502	47.78696	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Shilansha	41.97502	47.78696	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Novoe Lidzhe	41.976624	48.008813	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Novoe Lidzhe	41.976624	48.008813	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Rugudzh	41.976755	47.89161	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Yagdyg	41.980115	47.970578	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Vavilovo	41.98331	48.33065	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Vavilovo	41.98331	48.33065	North Azerbaijani	West Oghuz	Turkic	grey60			
Vavilovo	41.98331	48.33065	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Vavilovo	41.98331	48.33065	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Vavilovo	41.98331	48.33065	North Azerbaijani	West Oghuz	Turkic	grey60			
Vavilovo	41.98331	48.33065	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Surkhavkent	41.983999	47.827576	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Surkhavkent	41.983999	47.827576	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Khurik	41.98583	47.89861	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khapil'	41.98722	47.97731	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Rukel'	41.9881	48.2253	North Azerbaijani	West Oghuz	Turkic	grey60			
Rukel'	41.9881	48.2253	North Azerbaijani	West Oghuz	Turkic	grey60			
Nizhniy Dzhalgan	41.99007	48.31898	North Azerbaijani	West Oghuz	Turkic	grey60			
Nizhniy Dzhalgan	41.99007	48.31898	North Azerbaijani	West Oghuz	Turkic	grey60			
Shuragat	41.99186	47.83994	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Shuragat	41.99186	47.83994	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Varsit	41.992062	47.82111	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Varsit	41.992062	47.82111	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Tatil'	41.99269	47.98826	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Khosrekh	41.9939	47.2706	Lak	Lak	Nakh-Daghestanian	violetred			
Khosrekh	41.9939	47.2706	Lak	Lak	Nakh-Daghestanian	violetred			
Khazar	41.9944	48.3375	North Azerbaijani	West Oghuz	Turkic	grey60			
Khazar	41.9944	48.3375	North Azerbaijani	West Oghuz	Turkic	grey60			
Mugarty	41.9947	48.1614	North Azerbaijani	West Oghuz	Turkic	grey60			
Mugarty	41.9947	48.1614	North Azerbaijani	West Oghuz	Turkic	grey60			
Zil'	41.99616	48.03356	North Azerbaijani	West Oghuz	Turkic	grey60			
Zil'	41.99616	48.03356	North Azerbaijani	West Oghuz	Turkic	grey60			
Itsari	41.99733	47.5833	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Itsari	41.99733	47.5833	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kirtsik	42.00129	47.84068	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kirtsik	42.00129	47.84068	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Khustil'	42.00335	47.93489	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Pilyaki	42.00537	47.85667	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Pilyaki	42.00537	47.85667	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ayatsimakhi	42.00618	47.46117	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ayatsimakhi	42.00618	47.46117	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Karbuchimakhi	42.007461	47.429948	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Karbuchimakhi	42.007461	47.429948	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Adaga	42.00972	47.71357	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Adaga	42.00972	47.71357	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Nikabarkmakhi	42.01667	47.41667	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Nikabarkmakhi	42.01667	47.41667	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Mitagi	42.01736	48.19083	North Azerbaijani	West Oghuz	Turkic	grey60			
Mitagi	42.01736	48.19083	North Azerbaijani	West Oghuz	Turkic	grey60			
Yersi	42.018844	48.012897	North Azerbaijani	West Oghuz	Turkic	grey60			
Yersi	42.018844	48.012897	North Azerbaijani	West Oghuz	Turkic	grey60			
Gurkhun'	42.0203	47.92712	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Dyubek	42.0208	47.969528	Tabasaran	Lezgic	Nakh-Daghestanian	#238B45			
Darvag	42.022285	48.065912	North Azerbaijani	West Oghuz	Turkic	grey60			
Darvag	42.022285	48.065912	North Azerbaijani	West Oghuz	Turkic	grey60			
Kuli	42.0227595	47.2387802	Lak	Lak	Nakh-Daghestanian	violetred			
Kuli	42.0227595	47.2387802	Lak	Lak	Nakh-Daghestanian	violetred			
Dzhalgan	42.02454	48.26224	North Azerbaijani	West Oghuz	Turkic	grey60			
Dzhalgan	42.02454	48.26224	North Azerbaijani	West Oghuz	Turkic	grey60			
Sur-Surbachi	42.02667	47.49157	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Sur-Surbachi	42.02667	47.49157	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Karashimakhi	42.02781	47.3975	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Karashimakhi	42.02781	47.3975	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Tlyanada	42.02864	46.51038	Avar	Avar	Nakh-Daghestanian	yellow			
Tlyanada	42.02864	46.51038	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhnie Chiamakhi	42.02996	47.38803	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Verkhnie Chiamakhi	42.02996	47.38803	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Bukkamakhi	42.03148	47.41884	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Bukkamakhi	42.03148	47.41884	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Burshi	42.03161	47.06349	Lak	Lak	Nakh-Daghestanian	violetred			
Burshi	42.03161	47.06349	Lak	Lak	Nakh-Daghestanian	violetred			
Mitagi-Kazmalyar	42.035494	48.204804	North Azerbaijani	West Oghuz	Turkic	grey60			
Mitagi-Kazmalyar	42.035494	48.204804	North Azerbaijani	West Oghuz	Turkic	grey60			
Duregi	42.03585	47.76541	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Duregi	42.03585	47.76541	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kubatl'	42.03659	46.85973	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Nizhnie Chiamakhi	42.036598	47.39	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Nizhnie Chiamakhi	42.036598	47.39	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Tsovkra Vtoraya	42.03978	47.1526	Lak	Lak	Nakh-Daghestanian	violetred			
Tsovkra Vtoraya	42.03978	47.1526	Lak	Lak	Nakh-Daghestanian	violetred			
Bazhluk	42.040295	47.808314	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Bazhluk	42.040295	47.808314	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Sumiya	42.04344	47.45616	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Sumiya	42.04344	47.45616	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urkhulakar	42.04352	47.40002	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urkhulakar	42.04352	47.40002	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Zemo-Alvani	42.04444	45.30083	Bats	Nakh	Nakh-Daghestanian				
Zemo-Alvani	42.04444	45.30083	Bats	Nakh	Nakh-Daghestanian				
Kassagumakhi	42.044941	47.371867	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kassagumakhi	42.044941	47.371867	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kaddamakhi	42.045284	47.356444	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kaddamakhi	42.045284	47.356444	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Bikalamakhi	42.04647	47.36054	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Bikalamakhi	42.04647	47.36054	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Sumbatl'	42.04682	47.21919	Lak	Lak	Nakh-Daghestanian	violetred			
Sumbatl'	42.04682	47.21919	Lak	Lak	Nakh-Daghestanian	violetred			
Gunnamakhi	42.04729	47.37328	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Gunnamakhi	42.04729	47.37328	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Nitilsukh	42.04732	46.42938	Avar	Avar	Nakh-Daghestanian	yellow			
Nitilsukh	42.04732	46.42938	Avar	Avar	Nakh-Daghestanian	yellow			
Talsukh	42.04741	46.40589	Avar	Avar	Nakh-Daghestanian	yellow			
Talsukh	42.04741	46.40589	Avar	Avar	Nakh-Daghestanian	yellow			
Guzbaya	42.04744	47.51385	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Guzbaya	42.04744	47.51385	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ruka	42.04751	47.92312	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ruka	42.04751	47.92312	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Shilyagi	42.0486	47.7903	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Shilyagi	42.0486	47.7903	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzilebki	42.04989	47.55693	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzilebki	42.04989	47.55693	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Nizhniy Karshli	42.049911	47.343884	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Nizhniy Karshli	42.049911	47.343884	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Verkhniy Karshli	42.05018	47.34231	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Verkhniy Karshli	42.05018	47.34231	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzhavgat	42.0506	47.9375	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzhavgat	42.0506	47.9375	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Zid'yan	42.050776	48.142558	North Azerbaijani	West Oghuz	Turkic	grey60			
Zid'yan	42.050776	48.142558	North Azerbaijani	West Oghuz	Turkic	grey60			
Ritlyab	42.05087	46.71917	Avar	Avar	Nakh-Daghestanian	yellow			
Ritlyab	42.05087	46.71917	Avar	Avar	Nakh-Daghestanian	yellow			
Kishamakhi	42.051	47.44197	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Alchunib	42.05196	46.86943	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Mashaty	42.05398	47.88286	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Mashaty	42.05398	47.88286	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Khulabarkmakhi	42.05455	47.45676	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Khulabarkmakhi	42.05455	47.45676	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kulidzha	42.054682	47.772754	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kulidzha	42.054682	47.772754	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Uzralmakhi	42.05782	47.44987	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Uzralmakhi	42.05782	47.44987	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Arassamakhi	42.0579	47.40111	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Arassamakhi	42.0579	47.40111	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Khilikh	42.05838	46.88751	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Tsovkra 1-ya	42.05917	47.27056	Lak	Lak	Nakh-Daghestanian	violetred			
Tsovkra 1-ya	42.05917	47.27056	Lak	Lak	Nakh-Daghestanian	violetred			
Tsumilukh	42.05974	46.41242	Avar	Avar	Nakh-Daghestanian	yellow			
Tsumilukh	42.05974	46.41242	Avar	Avar	Nakh-Daghestanian	yellow			
Dzhibakhni	42.06051	47.90847	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzhibakhni	42.06051	47.90847	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Shiri (Shari)	42.060627	47.589895	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Shiri (Shari)	42.060627	47.589895	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzhigiya	42.06139	47.79597	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzhigiya	42.06139	47.79597	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urzhagimakhi	42.06149	47.37056	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urzhagimakhi	42.06149	47.37056	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Sabnova	42.063172	48.254419	North Azerbaijani	West Oghuz	Turkic	grey60			
Sabnova	42.063172	48.254419	North Azerbaijani	West Oghuz	Turkic	grey60			
Duakar	42.064159	47.460081	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Duakar	42.064159	47.460081	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Keserib	42.0647	46.888	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Keserib	42.0647	46.88800	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Utsulimakhi	42.064935	47.42661	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Utsulimakhi	42.064935	47.42661	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Archib	42.0664	46.8678	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Mukrakari	42.06667	47.5	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Mukrakari	42.06667	47.5	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urkutamakhi 2-aya	42.06667	47.53333	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urkutamakhi 2-aya	42.06667	47.53333	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Siragi	42.06667	47.56667	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Siragi	42.06667	47.56667	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Amuzgi	42.068009	47.597806	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Amuzgi	42.068009	47.597806	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Uragi	42.06914	47.569377	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Uragi	42.06914	47.569377	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Mizhigli	42.0697	47.79989	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Mizhigli	42.0697	47.79989	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kulegu	42.07003	47.88401	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kulegu	42.07003	47.88401	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kalib	42.07054	46.86002	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Dzhinabi	42.070864	47.860318	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Dzhinabi	42.070864	47.860318	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urkutamakhi Pervaya	42.07093	47.52058	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Urkutamakhi Pervaya	42.07093	47.52058	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Gul'dy	42.07113	47.68936	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Gul'dy	42.07113	47.68936	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Vachi	42.0722	47.2136	Lak	Lak	Nakh-Daghestanian	violetred			
Vachi	42.0722	47.2136	Lak	Lak	Nakh-Daghestanian	violetred			
Lischa	42.072834	47.740462	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Lischa	42.072834	47.740462	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kubrimakhi	42.073018	47.372684	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kubrimakhi	42.073018	47.372684	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ayatsuri	42.07354	47.45121	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ayatsuri	42.07354	47.45121	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Butri	42.07426	47.44048	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Butulta	42.07426	47.44048	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Butri	42.07426	47.44048	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Butulta	42.07426	47.44048	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Natsi	42.075335	47.38728	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Natsi	42.075335	47.38728	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Khitab	42.07538	46.867234	Archi	Lezgic	Nakh-Daghestanian	limegreen			
Nakhki	42.07562	47.39905	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Nakhki	42.07562	47.39905	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kaya	42.0765	47.20219	Lak	Lak	Nakh-Daghestanian	violetred			
Kaya	42.0765	47.20219	Lak	Lak	Nakh-Daghestanian	violetred			
Surgiya	42.077112	47.717301	Dargwa	Dargwa	Nakh-Daghestanian	blue			
